alt_km,elev_start_deg,elev_end_deg,theta_start_deg,theta_end_deg,bin_time_s,margin_start_db,margin_end_db,usable_fraction,data_bits,data_Mb,data_MiB,rate_bps,rate_unit,bin_time_s_scaled,data_bits_scaled,data_MB_scaled,data_MiB_scaled,cum_time_s_scaled,cum_MB_scaled
500.0,0.0,5.0,21.992881563831336,17.526565938600896,140.64289867555448,-0.6051631369867314,1.2549594764879837,0.6746649212245828,8444927883.860854,8444.927883860853,1006.7138533426348,89000000.0,Mb/s,212.60928068210416,12766162100.667625,1595.7702625834531,1521.8451143106968,212.60928068210416,1595.7702625834531
500.0,5.0,10.0,17.526565938600896,14.056535214026772,109.27019506646693,1.2549594764879837,3.022896714209794,1.0,9725047360.915556,9725.047360915556,1159.3159867424436,89000000.0,Mb/s,165.18329607716433,14701313350.867626,1837.6641688584532,1752.533120020345,377.7925767592685,3433.4344314419063
500.0,10.0,15.0,14.056535214026772,11.4097892399856,83.34521271720439,3.022896714209794,4.636933695441344,1.0,7417723931.831191,7417.723931831191,884.261599997424,89000000.0,Mb/s,125.99260887660971,11213342190.018265,1401.667773752283,1336.7345559618789,503.78518563587824,4835.102205194189
500.0,15.0,20.0,11.4097892399856,9.388589942408114,63.646941207301175,4.636933695441344,6.072740531628569,1.0,5664577767.449804,5664.577767449804,675.2702912628417,89000000.0,Mb/s,96.21481436412188,8563118478.406847,1070.3898098008558,1020.8032701500472,600.0000000000001,5905.492014995045
