alt_km,elev_start_deg,elev_end_deg,theta_start_deg,theta_end_deg,bin_time_s,margin_start_db,margin_end_db,usable_fraction,data_bits,data_MB,data_MiB,rate_bps,rate_unit
600.0,0.0,5.0,23.945895130180382,19.43219934228438,145.24907818087036,3.21983689320102,4.913716505422528,1.0,915069192.5394832,114.3836490674354,109.08474833243885,6300000.0,Mb/s
600.0,5.0,10.0,19.43219934228438,15.836083104335545,115.72170415073677,4.913716505422528,6.535055827515961,1.0,729046736.1496416,91.13084201870521,86.90914346571465,6300000.0,Mb/s
600.0,10.0,15.0,15.836083104335545,13.019500886072015,90.63658475178453,6.535055827515961,8.031976869999525,1.0,571010483.9362425,71.37631049203031,68.06975411608725,6300000.0,Mb/s
600.0,15.0,20.0,13.019500886072015,10.816493232004389,70.89197987972538,8.031976869999525,9.379750852291906,1.0,446619473.24226993,55.82743415528374,53.241190104755155,6300000.0,Mb/s
