alt_km,elev_start_deg,elev_end_deg,theta_start_deg,theta_end_deg,bin_time_s,margin_start_db,margin_end_db,usable_fraction,data_bits,data_MB,data_MiB,rate_bps,rate_unit
500.0,0.0,5.0,21.992881563831336,17.526565938600896,140.64289867555448,-0.6481339660389267,1.2119886474357884,0.6515638478109729,879723.1509919973,0.10996539387399967,0.10487117183113066,9600.0,b/s (defaulted)
500.0,5.0,10.0,17.526565938600896,14.056535214026773,109.27019506646693,1.2119886474357884,2.9799258851575985,1.0,1048993.8726380826,0.13112423407976032,0.12504981430030854,9600.0,b/s (defaulted)
500.0,10.0,15.0,14.056535214026773,11.4097892399856,83.34521271720439,2.9799258851575985,4.593962866389148,1.0,800114.0420851621,0.10001425526064527,0.09538102651657607,9600.0,b/s (defaulted)
500.0,15.0,20.0,11.4097892399856,9.388589942408114,63.646941207301175,4.593962866389148,6.029769702576374,1.0,611010.6355900912,0.07637632944876141,0.07283814377666607,9600.0,b/s (defaulted)
