alt_km,elev_start_deg,elev_end_deg,theta_start_deg,theta_end_deg,bin_time_s,margin_start_db,margin_end_db,usable_fraction,data_bits,data_MB,data_MiB,rate_bps,rate_unit
600.0,0.0,5.0,23.945895130180382,19.43219934228438,145.24907818087036,-1.472619954227838,0.2212596579936985,0.13062301263754783,182139.5728781952,0.0227674466097744,0.021712729081892396,9600.0,b/s (defaulted)
600.0,5.0,10.0,19.43219934228438,15.836083104335545,115.72170415073677,0.2212596579936985,1.842598980087104,1.0,1110928.359847073,0.13886604498088412,0.13243298051918423,9600.0,b/s (defaulted)
600.0,10.0,15.0,15.836083104335545,13.019500886072015,90.63658475178453,1.842598980087104,3.3395200225706674,1.0,870111.2136171315,0.10876390170214144,0.1037253396054663,9600.0,b/s (defaulted)
600.0,15.0,20.0,13.019500886072015,10.816493232004389,70.89197987972538,3.3395200225706674,4.687294004863048,1.0,680563.0068453636,0.08507037585567045,0.08112943254057928,9600.0,b/s (defaulted)
