alt_km,elev_start_deg,elev_end_deg,theta_start_deg,theta_end_deg,bin_time_s,margin_start_db,margin_end_db,usable_fraction,rate_bps,data_bits,data_MB,data_MiB
600.0,0.0,5.0,23.945895130180382,19.43219934228438,145.24907818087036,-1.472619954227838,0.2212596579936985,0.13062301263754783,19200,364279.1457563904,0.0455348932195488,0.04342545816378479
600.0,5.0,10.0,19.43219934228438,15.836083104335545,115.72170415073677,0.2212596579936985,1.842598980087104,1.0,19200,2221856.719694146,0.27773208996176824,0.26486596103836846
600.0,10.0,15.0,15.836083104335545,13.019500886072015,90.63658475178453,1.842598980087104,3.3395200225706674,1.0,19200,1740222.427234263,0.21752780340428288,0.2074506792109326
600.0,15.0,20.0,13.019500886072015,10.816493232004389,70.89197987972538,3.3395200225706674,4.687294004863048,1.0,19200,1361126.0136907273,0.1701407517113409,0.16225886508115855
