alt_km,elev_start_deg,elev_end_deg,theta_start_deg,theta_end_deg,bin_time_s,margin_start_db,margin_end_db,usable_fraction,data_bits,data_MiB,rate_bps,rate_unit
500.0,0.0,5.0,21.992881563831336,17.526565938600896,140.64289867555448,-0.6051631369867314,1.2549594764879837,0.6746649212245828,8444927883.860854,1006.7138533426349,89000000.0,Mb/s
500.0,5.0,10.0,17.526565938600896,14.056535214026773,109.27019506646693,1.2549594764879837,3.022896714209794,1.0,9725047360.915556,1159.3159867424436,89000000.0,Mb/s
500.0,10.0,15.0,14.056535214026773,11.4097892399856,83.34521271720439,3.022896714209794,4.636933695441344,1.0,7417723931.831191,884.261599997424,89000000.0,Mb/s
500.0,15.0,20.0,11.4097892399856,9.388589942408114,63.646941207301175,4.636933695441344,6.072740531628569,1.0,5664577767.449804,675.2702912628417,89000000.0,Mb/s
