alt_km,elev_start_deg,elev_end_deg,theta_start_deg,theta_end_deg,bin_time_s,margin_start_db,margin_end_db,usable_fraction,data_bits,data_MiB,rate_bps,rate_unit
600.0,0.0,5.0,23.945895130180382,19.43219934228438,145.24907818087036,-1.429649125175643,0.2642304870458938,0.15599130253380497,2016525767.856891,240.3886041470636,89000000.0,Mb/s
600.0,5.0,10.0,19.43219934228438,15.836083104335545,115.72170415073677,0.2642304870458938,1.885569809139299,1.0,10299231669.415573,1227.7640902299372,89000000.0,Mb/s
600.0,10.0,15.0,15.836083104335545,13.019500886072015,90.63658475178453,1.885569809139299,3.3824908516228627,1.0,8066656042.908823,961.6203359256772,89000000.0,Mb/s
600.0,15.0,20.0,13.019500886072015,10.816493232004389,70.89197987972538,3.3824908516228627,4.730264833915244,1.0,6309386209.295559,752.1374475116204,89000000.0,Mb/s
